ID,Name,Media_Type,Download_URL,rec_date,rec_date_assignment_certain,genre,genre_stim,gloss,transl,sound_quality,background_noise,Corpus_ID,Glottocode
doreco_apah1238_TGB_Firaon_Yoas_2-15,TGB_Firaon_Yoas_2-15.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.9ae2h1t1/caddadc1280c57af4fa5ef76a22f133bb7b4fcaf,2014-08-11,certain,conversation,na,break/gloss,English/Indonesian,medium,constant,apah1238,apah1238
doreco_apah1238_TGB_Nelson_Edi_2-12,TGB_Nelson_Edi_2-12.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.9ae2h1t1/a2805068a6b89ae9b12e42eced9cd2a08eeae877,2014-08-08,certain,conversation,na,break/gloss,English/Indonesian,bad,constant,apah1238,apah1238
doreco_arap1274_6,6.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.8b42tv77/4b322ef11f5e82e03e3ad7cefeeda3cf6142b098,2005,approximate,traditional narrative,na,all,English,bad,constant,arap1274,arap1274
doreco_arap1274_20_Crawford,20_Crawford.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.8b42tv77/6ae42c8ec8724e4174b00b8205cca2062f348ac6,2005,approximate,personal narrative,na,all,English,bad,constant,arap1274,arap1274
doreco_arap1274_32b,32b.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.8b42tv77/4e5ce5e689203e85ea5b89699888c9646e22a1d6,2005,approximate,personal narrative,na,all,English,good,constant,arap1274,arap1274
doreco_arap1274_32c,32c.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.8b42tv77/f00581c16f790f1ffa9c07454372786e8a2875b2,2005,approximate,personal narrative,na,all,English,good,constant,arap1274,arap1274
doreco_arap1274_78a,78a.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.8b42tv77/133e2e59df01140e9311edd71f6f94e9b54d6c4a,2005,approximate,traditional narrative,na,all,English,medium,punctual,arap1274,arap1274
doreco_arap1274_92a,92a.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.8b42tv77/859f2e5c4d33f9b84d53b00153404099ff12c309,2005,approximate,personal narrative,na,all,English,good,none,arap1274,arap1274
doreco_arap1274_92b,92b.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.8b42tv77/7afaedec9cab45c88353c6d965a15903e891a3a7,2005,approximate,personal narrative,na,all,English,good,none,arap1274,arap1274
doreco_arap1274_92c,92c.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.8b42tv77/eb5de3943a0e1f832a61f5bccf84046453d752d5,2005,approximate,personal narrative,na,all,English,good,none,arap1274,arap1274
doreco_arap1274_92d,92d.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.8b42tv77/78c64b0e99840876862423b0e242c49873d67946,2005,approximate,personal narrative,na,all,English,good,none,arap1274,arap1274
doreco_arap1274_92e,92e.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.8b42tv77/2dda049b5a12e452de7fed98ab16f4c9f1e99cd3,2005,approximate,personal narrative,na,all,English,good,none,arap1274,arap1274
doreco_arap1274_92f,92f.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.8b42tv77/2dae106e7b3eefd60debb8f4bc44c649a5cfbae8,2005,approximate,conversation,na,all,English,good,punctual,arap1274,arap1274
doreco_bain1259_DJI070211AC,DJI070211AC.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.8438705d/6b6f2a4dee772dd37553c21943a60b81e35c9368,2011,certain,traditional narrative,na,break/gloss,English/French,good,punctual,bain1259,bain1259
doreco_bain1259_DJI070211AC2,DJI070211AC2.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.8438705d/220514b701bcca0b30e493c52b17872b3d41c561,2011,certain,procedural,na,break/gloss,English/French,good,punctual,bain1259,bain1259
doreco_bain1259_DJI070211AC3,DJI070211AC3.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.8438705d/e2980c10e28c359c006a647c9dd8f5a3a22f14c8,2011,certain,procedural,na,break/gloss,English/French,good,punctual,bain1259,bain1259
doreco_bain1259_DJI101010AC1,DJI101010AC1.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.8438705d/0d49426873a4c3cc497c50bcc24e3b28f39ca6f5,2010,certain,traditional narrative,na,break/gloss,English/French,good,constant,bain1259,bain1259
doreco_bain1259_DJI101010AC2,DJI101010AC2.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.8438705d/29b0c2423383cd515b454e1e497f02798b8ad8f0,2010,certain,traditional narrative,na,break/gloss,English/French,good,constant,bain1259,bain1259
doreco_bain1259_DJI101210AC2,DJI101210AC2.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.8438705d/4bf32e31e62923bfa9b3aef4b07a0c363a9bd9a2,2010,certain,procedural,na,none,French,good,constant,bain1259,bain1259
doreco_bain1259_DJI101210AC3,DJI101210AC3.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.8438705d/96cf17ba5b555898ef8020d790d944ee370011f3,2010,certain,procedural,na,break/gloss,English/French,good,constant,bain1259,bain1259
doreco_bain1259_DJI121109AC,DJI121109AC.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.8438705d/6b4c1d04a4012338b748a776edf5a741ad36e598,2009,certain,conversation,na,break/gloss,English/French,good,constant,bain1259,bain1259
doreco_bain1259_DJI121109AC2,DJI121109AC2.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.8438705d/fbe713a4dbec00490ed8bdfb6c42b073114b490b,2009,certain,traditional narrative,na,break/gloss,English/French,good,constant,bain1259,bain1259
doreco_bain1259_DJI121109AC3,DJI121109AC3.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.8438705d/3ee45ef65e12e353d26d3f6b8af6e1602f3b0f1b,2009,certain,procedural,na,break/gloss,English/French,good,constant,bain1259,bain1259
doreco_bain1259_DJI211110AC,DJI211110AC.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.8438705d/f044e86294c21d39927a3d2eca34371f0b251276,2010,certain,procedural,na,none,English/French,medium,constant,bain1259,bain1259
doreco_bain1259_DJI230111AC3,DJI230111AC3.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.8438705d/014eb78a09bbfbe67a52fd4ceefd24ef84c00c01,2011,certain,conversation,na,break/gloss,English/French,good,punctual,bain1259,bain1259
doreco_bain1259_DJI240211AC,DJI240211AC.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.8438705d/ca3e0a3a110e0b666c30c8c40461ca52a1411012,2011,certain,conversation,na,none,French,good,constant,bain1259,bain1259
doreco_bain1259_DJI240211AC2,DJI240211AC2.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.8438705d/4aaeef1b19c19d57237bc92910d1798d53809e90,2011,certain,conversation,na,break/gloss,English/French,bad,constant,bain1259,bain1259
doreco_bain1259_DJI240211AC3,DJI240211AC3.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.8438705d/071259889be9dc914fa7ab7d680de0ed987fb2ef,2011,certain,traditional narrative,na,break/gloss,English/French,good,constant,bain1259,bain1259
doreco_bain1259_DJI291014AC,DJI291014AC.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.8438705d/4af33f8e371d9e3248d8814bb2a7e431ad5fd116,2014,certain,traditional narrative,na,break/gloss,English/French,good,constant,bain1259,bain1259
doreco_bain1259_DJIPecheLM,DJIPecheLM.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.8438705d/c52de076c22215871853052fac7a53b4cc710314,2011,approximate,procedural,na,break/gloss,English/French,medium,constant,bain1259,bain1259
doreco_beja1238_BEJ_MV_CONV_01_RICH,BEJ_MV_CONV_01_RICH.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.004f5v9k/59021163d54c7aa9b06b7ca86249e85997190a6a,2011-02-03,certain,conversation,na,all,English,medium,punctual,beja1238,beja1238
doreco_beja1238_BEJ_MV_NARR_01_SHELTER,BEJ_MV_NARR_01_SHELTER.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.004f5v9k/9757b0e3e5e9b8f804ae5f28f0063e94147a69fb,2007-12-25,certain,traditional narrative,na,all,English,good,none,beja1238,beja1238
doreco_beja1238_BEJ_MV_NARR_02_farmer,BEJ_MV_NARR_02_farmer.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.004f5v9k/bb7054d86797c357ab2e416672cbabe1cc4f4569,2007-02-04,certain,traditional narrative,na,all,English,good,constant,beja1238,beja1238
doreco_beja1238_BEJ_MV_NARR_03_camel,BEJ_MV_NARR_03_camel.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.004f5v9k/baf651f9126b3930c15897a1d9eaa6bd68c915ee,2007-12-30,certain,personal narrative,na,all,English,good,none,beja1238,beja1238
doreco_beja1238_BEJ_MV_NARR_04_djinn,BEJ_MV_NARR_04_djinn.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.004f5v9k/3f04238e4b51c03227f5e2fc7e9f5c242ad88454,2006-02-08,certain,personal narrative,na,all,English,medium,constant,beja1238,beja1238
doreco_beja1238_BEJ_MV_NARR_05_eritrea,BEJ_MV_NARR_05_eritrea.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.004f5v9k/038627f02740a43d1d1cd1fbbabc6fae080c2a21,2003-02-10,certain,traditional narrative,na,all,English,good,constant,beja1238,beja1238
doreco_beja1238_BEJ_MV_NARR_06_foreigner,BEJ_MV_NARR_06_foreigner.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.004f5v9k/879640f6f99d85fd111b1732204f1c1e298dd05a,2007-12-25,certain,traditional narrative,na,all,English,good,punctual,beja1238,beja1238
doreco_beja1238_BEJ_MV_NARR_07_cold,BEJ_MV_NARR_07_cold.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.004f5v9k/ae920820033d68dfc1f2767d5d81ca48f4a4a029,2007-12-25,certain,traditional narrative,na,all,English,good,none,beja1238,beja1238
doreco_beja1238_BEJ_MV_NARR_08_drunkard,BEJ_MV_NARR_08_drunkard.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.004f5v9k/d900fe9c5359ae43f29b2ee558be2106393a8b9b,2007-12-25,certain,traditional narrative,na,all,English,good,none,beja1238,beja1238
doreco_beja1238_BEJ_MV_NARR_09_jewel,BEJ_MV_NARR_09_jewel.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.004f5v9k/ade9b2670374064a9012dc35859523e8211db774,2007-12-25,certain,traditional narrative,na,all,English,good,none,beja1238,beja1238
doreco_beja1238_BEJ_MV_NARR_10_rabbit,BEJ_MV_NARR_10_rabbit.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.004f5v9k/7ee12ce9c01c29a7027be7eb250e3e5bcd562f38,2007-12-25,certain,traditional narrative,na,all,English,good,none,beja1238,beja1238
doreco_beja1238_BEJ_MV_NARR_11_coffee,BEJ_MV_NARR_11_coffee.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.004f5v9k/86049970a670732fdc6cf92151173dc6a9e57529,2005-02-08,certain,traditional narrative,na,all,English,good,constant,beja1238,beja1238
doreco_beja1238_BEJ_MV_NARR_12_witch,BEJ_MV_NARR_12_witch.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.004f5v9k/2b3f42f7c6182844a0c06d2f4cc28100aed0e0dc,2005-02-08,certain,traditional narrative,na,all,English,good,constant,beja1238,beja1238
doreco_beja1238_BEJ_MV_NARR_13_grave,BEJ_MV_NARR_13_grave.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.004f5v9k/73428b4e0cf5a354ead3bc3566c4150b79fc4463,2007-12-28,certain,traditional narrative,na,all,English,good,none,beja1238,beja1238
doreco_beja1238_BEJ_MV_NARR_14_sijadok,BEJ_MV_NARR_14_sijadok.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.004f5v9k/3e9eaa4976771a090f2851fa49a382a4c323b4a0,2007-12-25,certain,traditional narrative,na,all,English,good,none,beja1238,beja1238
doreco_beja1238_BEJ_MV_NARR_15_leopard,BEJ_MV_NARR_15_leopard.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.004f5v9k/62ec04123e0f7a9b12bea8e1cd58ca368e5a362b,2007-12-25,certain,traditional narrative,na,all,English,good,none,beja1238,beja1238
doreco_beja1238_BEJ_MV_NARR_16_Prophet_Fox_Crow,BEJ_MV_NARR_16_Prophet_Fox_Crow.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.004f5v9k/070a52bd21cc92a6ca5b31fd92c446bf4672cac5,2005-02-18,certain,traditional narrative,na,all,English,good,none,beja1238,beja1238
doreco_beja1238_BEJ_MV_NARR_17_shoemaker,BEJ_MV_NARR_17_shoemaker.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.004f5v9k/0c23f8832e82e3d4af5c23ff4e8b9e236de1dcf2,2006-02-05,certain,traditional narrative,na,all,English,good,none,beja1238,beja1238
doreco_beja1238_BEJ_MV_NARR_18_Adam_devil,BEJ_MV_NARR_18_Adam_devil.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.004f5v9k/2b9e25f00f1b33603682812d1095d0da28c1d0f8,2006-02-05,certain,traditional narrative,na,all,English,good,constant,beja1238,beja1238
doreco_beja1238_BEJ_MV_NARR_19_POISON,BEJ_MV_NARR_19_POISON.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.004f5v9k/6be596591051e600f6d0c2ea22301667d0165421,2011-01-25,certain,traditional narrative,na,all,English,good,none,beja1238,beja1238
doreco_beja1238_BEJ_MV_NARR_20_SMART,BEJ_MV_NARR_20_SMART.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.004f5v9k/ff21d13a12082c2195b3cb8633294aa68dce0140,2011-01-24,certain,traditional narrative,na,all,English,medium,none,beja1238,beja1238
doreco_beja1238_BEJ_MV_NARR_21_BASHKAL,BEJ_MV_NARR_21_BASHKAL.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.004f5v9k/a16b60514ac4cddca35189220a254a8acb48377f,2011-01-29,certain,personal narrative,na,all,English,good,none,beja1238,beja1238
doreco_beja1238_BEJ_MV_NARR_22_HIDE-AND-SEEK,BEJ_MV_NARR_22_HIDE-AND-SEEK.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.004f5v9k/34b939c7868c11da41bebe8260c10549d5e1b91c,2011-01-29,certain,personal narrative,na,all,English,good,none,beja1238,beja1238
doreco_beja1238_BEJ_MV_NARR_23_LEZARD,BEJ_MV_NARR_23_LEZARD.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.004f5v9k/9a1c314b020ca1403e667c42bbb7f078d822259a,2011-01-25,certain,traditional narrative,na,all,English,good,none,beja1238,beja1238
doreco_beja1238_BEJ_MV_NARR_24_CHIEF,BEJ_MV_NARR_24_CHIEF.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.004f5v9k/9cadc0a24b43b63ea34b0d22fa835024463e6c3e,2011-01-25,certain,traditional narrative,na,all,English,good,punctual,beja1238,beja1238
doreco_beja1238_BEJ_MV_NARR_25_ORPHAN,BEJ_MV_NARR_25_ORPHAN.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.004f5v9k/5f3fe04e28117fcd8a0f8abe68a048032c9d95b1,2011-01-25,certain,traditional narrative,na,all,English,good,none,beja1238,beja1238
doreco_beja1238_BEJ_MV_NARR_26_POOR,BEJ_MV_NARR_26_POOR.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.004f5v9k/a28f3422b26f7494a4197e13142d5b6468d4647e,2011-01-25,certain,traditional narrative,na,all,English,good,none,beja1238,beja1238
doreco_beja1238_BEJ_MV_NARR_27_GOAT,BEJ_MV_NARR_27_GOAT.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.004f5v9k/3adaa3d5bfed1ecb900f598693d2fd9d0a312b30,2011-01-27,certain,personal narrative,na,all,English,good,punctual,beja1238,beja1238
doreco_beja1238_BEJ_MV_NARR_28_PEAR1,BEJ_MV_NARR_28_PEAR1.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.004f5v9k/8636f3f6322007a9304f0dafb92e4a71dc333806,2011-01-29,certain,stimulus retelling,pear story,all,English,good,punctual,beja1238,beja1238
doreco_beja1238_BEJ_MV_NARR_29_PEAR2,BEJ_MV_NARR_29_PEAR2.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.004f5v9k/521019ccc4a2be98a28ada27f5e2f79378977078,2011-01-30,certain,stimulus retelling,pear story,all,English,good,none,beja1238,beja1238
doreco_beja1238_BEJ_MV_NARR_30_QUARREL,BEJ_MV_NARR_30_QUARREL.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.004f5v9k/9303e7b14e77fa8dacc2752eeb3907842c520796,2011-01-25,certain,traditional narrative,na,all,English,good,none,beja1238,beja1238
doreco_beja1238_BEJ_MV_NARR_31_KING,BEJ_MV_NARR_31_KING.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.004f5v9k/25cc6283f7cd11237e0a571e8581a881c1e74421,2011-01-25,certain,traditional narrative,na,all,English,good,none,beja1238,beja1238
doreco_beja1238_BEJ_MV_NARR_32_MEAT,BEJ_MV_NARR_32_MEAT.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.004f5v9k/656b071f09fd8ba0bb681e3bf36a7b4011cf958a,2011-01-25,certain,traditional narrative,na,all,English,good,none,beja1238,beja1238
doreco_beja1238_BEJ_MV_NARR_33_TEETH,BEJ_MV_NARR_33_TEETH.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.004f5v9k/39def8662232eb8a38cda5620ce0afe97ab72c3e,2006-12-21,certain,traditional narrative,na,all,English,good,constant,beja1238,beja1238
