ID,Name,Media_Type,Download_URL,rec_date,rec_date_assignment_certain,genre,genre_stim,gloss,transl,sound_quality,background_noise,Corpus_ID,Glottocode
doreco_even1259_2007_Chirinda_Khutokogir_Dmitriy_LF_L,2007_Chirinda_Khutokogir_Dmitriy_LF_L.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.ba8d30z1/f91c2f70fd46c2e047c44194ed9b9bf23386de47,2007,certain,personal narrative,na,all,Russian,good,none,even1259,even1259
doreco_even1259_2007_Ekonda_Khutokogir_Grigoriy_LAv,2007_Ekonda_Khutokogir_Grigoriy_LAv.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.ba8d30z1/87f4a4d4ec049271adf5d483fdf6eb1f97628fbf,2007,certain,personal narrative,na,all,Russian,bad,punctual,even1259,even1259
doreco_even1259_2007_Ekonda_Pankagir_LAv,2007_Ekonda_Pankagir_LAv.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.ba8d30z1/4ddaebdffe242439742f9edf9540b6d9188e7739,2007,certain,personal narrative,na,all,Russian,medium,punctual,even1259,even1259
doreco_even1259_2007_Ekonda_Udygir_Viktor_FSk3,2007_Ekonda_Udygir_Viktor_FSk3.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.ba8d30z1/d3465d211bc93df51ebacc8707e88120914b5849,2007,certain,traditional narrative,na,all,Russian,good,punctual,even1259,even1259
doreco_even1259_2007_Mutoray_Dmitriev_LO1,2007_Mutoray_Dmitriev_LO1.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.ba8d30z1/f0985838e86a5bdc221fed2bf76dbee13ef4145a,2007,certain,personal narrative,na,all,Russian,medium,punctual,even1259,even1259
doreco_even1259_2007_Strelka_Andreeva_LR1,2007_Strelka_Andreeva_LR1.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.ba8d30z1/f63a565330ca29f6e58072f1e133ffaa3fda8d87,2007,certain,personal narrative,na,all,Russian,medium,punctual,even1259,even1259
doreco_even1259_2007_Strelka_Andreeva_LR6_1_F,2007_Strelka_Andreeva_LR6_1_F.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.ba8d30z1/0417281c527bbb0dfe30558dd1ca67fbf5285f25,2007,certain,personal narrative,na,all,Russian,medium,punctual,even1259,even1259
doreco_even1259_2008_Kislokan_Udygir_Valentina_LAv,2008_Kislokan_Udygir_Valentina_LAv.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.ba8d30z1/b9de10b3668e36f98fe0e6a9c2e453e5b58c9b9d,2008,certain,personal narrative,na,all,Russian,good,punctual,even1259,even1259
doreco_even1259_2008_Kislokan_Udygir_Valentina_LR1,2008_Kislokan_Udygir_Valentina_LR1.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.ba8d30z1/565466e41a1f580f9ec2753c8db46bb094f7a2f7,2008,certain,personal narrative,na,all,Russian,good,punctual,even1259,even1259
doreco_even1259_2008_Kislokan_Udygir_Valentina_LR2,2008_Kislokan_Udygir_Valentina_LR2.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.ba8d30z1/728cd44ee37039ddb00bf631aede86d5caf8ff21,2008,certain,personal narrative,na,all,Russian,medium,punctual,even1259,even1259
doreco_even1259_2008_Tura_Lapuko_FB_2,2008_Tura_Lapuko_FB_2.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.ba8d30z1/a5040be689f87d3951f77a9913ef4e7f214c5ee2,2008,certain,personal narrative,na,all,Russian,medium,punctual,even1259,even1259
doreco_even1259_2008_Tutonchany_Bondareva_LR1,2008_Tutonchany_Bondareva_LR1.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.ba8d30z1/ce8c01e08b115d2037208e8dc88821feae6fd855,2008,certain,personal narrative,na,all,Russian,good,punctual,even1259,even1259
doreco_even1259_2008_Tutonchany_Khukochar_Danil_LR,2008_Tutonchany_Khukochar_Danil_LR.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.ba8d30z1/7bc20852990524dfdd305d8c9b0e46b04bebf1ab,2008,certain,personal narrative,na,all,Russian,bad,punctual,even1259,even1259
doreco_even1259_2008_Tutonchany_Khukochar_Maksim_LR,2008_Tutonchany_Khukochar_Maksim_LR.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.ba8d30z1/4bf09278192b125dcc9d0a259d23b50d4dd86631,2008,certain,conversation,na,all,Russian,good,none,even1259,even1259
doreco_even1259_2008_Tutonchany_Lapushkina_LAv2,2008_Tutonchany_Lapushkina_LAv2.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.ba8d30z1/d8256bbd5e8c89c6789b627da7e3b170baf6f244,2008,certain,personal narrative,na,all,Russian,good,none,even1259,even1259
doreco_even1259_2009_Sym_Boyarin_Georgiy_LR4_1,2009_Sym_Boyarin_Georgiy_LR4_1.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.ba8d30z1/6a5e4d492da65eeb122d032ef561b30a075dcf1f,2009,certain,personal narrative,na,all,Russian,bad,punctual,even1259,even1259
doreco_even1259_2011_Hantayskoye_Ozero_Chemprogir_Antonina_Dmitriyevna_LB1,2011_Hantayskoye_Ozero_Chemprogir_Antonina_Dmitriyevna_LB1.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.ba8d30z1/0804d9b3a7ce1dff664265a4b625c799fa70c8da,2011,certain,personal narrative,na,all,Russian,medium,punctual,even1259,even1259
doreco_even1259_2011_Hantayskoye_Ozero_Turskaya_Minna_Dmitriyevna_FB2,2011_Hantayskoye_Ozero_Turskaya_Minna_Dmitriyevna_FB2.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.ba8d30z1/77ebe5a1455262b69c99d0f12ea6e4a1ae3418ce,2011,certain,personal narrative,na,all,Russian,good,none,even1259,even1259
doreco_even1259_2011_Hantayskoye_Ozero_Turskaya_Minna_Dmitriyevna_L,2011_Hantayskoye_Ozero_Turskaya_Minna_Dmitriyevna_L.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.ba8d30z1/dbed969170f0ecae047f6e8a11e64738da7fa324,2011,certain,personal narrative,na,all,Russian,medium,none,even1259,even1259
doreco_even1259_2011_Hantayskoye_Ozero_Turskaya_Minna_Dmitriyevna_LR1,2011_Hantayskoye_Ozero_Turskaya_Minna_Dmitriyevna_LR1.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.ba8d30z1/1a6890c8131b227931bee2b4004287963f015568,2011,certain,personal narrative,na,all,Russian,good,none,even1259,even1259
doreco_even1259_2011_Hantayskoye_Ozero_Yeryomina_Lyubov_LR,2011_Hantayskoye_Ozero_Yeryomina_Lyubov_LR.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.ba8d30z1/8aa1971f079ae15d3098480801c22382b645ce9a,2011,certain,personal narrative,na,all,Russian,medium,punctual,even1259,even1259
doreco_even1259_2011_Potapovo_Bogdanova_Tamara_Andreevna_FM1,2011_Potapovo_Bogdanova_Tamara_Andreevna_FM1.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.ba8d30z1/04f166fcdbb7a1e04fe75746feea996a11520ebf,2011,certain,personal narrative,na,all,Russian,medium,punctual,even1259,even1259
doreco_even1259_2014_Yukta_UdygirVP_LO,2014_Yukta_UdygirVP_LO.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.ba8d30z1/b167b3e125382c178c383feda506ec31835af22f,2014,certain,personal narrative,na,all,Russian,medium,punctual,even1259,even1259
doreco_even1259_2014_Yukta_UdygirVP3,2014_Yukta_UdygirVP3.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.ba8d30z1/44e2f7d502f9911f011c427720e96df12a46515d,2014,certain,personal narrative,na,all,Russian,medium,punctual,even1259,even1259
doreco_even1259_2016_Yerbogachyon_MongoPI_LR7,2016_Yerbogachyon_MongoPI_LR7.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.ba8d30z1/e1fba5f1b3315d95ad600e3f255ed63c0028dd5b,2016,certain,personal narrative,na,all,Russian,medium,punctual,even1259,even1259
doreco_even1259_2016_Yerbogachyon_TsurkanII_LB1,2016_Yerbogachyon_TsurkanII_LB1.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.ba8d30z1/0255d1aa100fed30e7e651f54187f8c3576a01fc,2016,certain,personal narrative,na,all,Russian,good,none,even1259,even1259
doreco_even1259_2016_Yerbogachyon_TsurkanII_LF_1,2016_Yerbogachyon_TsurkanII_LF_1.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.ba8d30z1/034769a1f3396fb354213143514cc9b10a783d33,2016,certain,personal narrative,na,all,Russian,medium,punctual,even1259,even1259
doreco_even1259_2016_Yerbogachyon_TsurkanII_LR2,2016_Yerbogachyon_TsurkanII_LR2.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.ba8d30z1/6c0f30de7dbdd6e397840b435be472635557161a,2016,certain,personal narrative,na,all,Russian,medium,punctual,even1259,even1259
doreco_goro1270_20131027_20150725c,20131027_20150725c.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.4e20xr40/f69dc10b5afb3bd80ee98b123cf565c8fe3a7d8a,2013-10-27,certain,personal narrative,na,break/gloss,Swahili/English,medium,none,goro1270,goro1270
doreco_goro1270_20131108b_20150725j,20131108b_20150725j.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.4e20xr40/b1292ec1db98cd07976ebc83af6afccd43eafb0e,2013-11-08,certain,traditional narrative,na,break/gloss,Swahili/English,medium,none,goro1270,goro1270
doreco_goro1270_20150808a,20150808a.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.4e20xr40/8026381c3aed454e13b9e3f788beef56172fe556,2015-08-08,certain,personal narrative,na,break/gloss,Swahili/English,medium,punctual,goro1270,goro1270
doreco_goro1270_20150817d,20150817d.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.4e20xr40/7346a05f439493b98f259cb612cc00e5c32ae691,2015-08-17,certain,conversation,stimulus tools,break/gloss,Swahili/English,good,punctual,goro1270,goro1270
doreco_goro1270_20150818a,20150818a.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.4e20xr40/c2da382d9eb6bebc9a63ad695228a98ea9fa7591,2015-08-18,certain,conversation,stimulus tools,break/gloss,Swahili/English,medium,punctual,goro1270,goro1270
doreco_goro1270_20151125k,20151125k.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.4e20xr40/0849ac363e3177f6b3c1a4f8d99f0bec43b8c2bc,2015-11-25,certain,conversation,na,all,English,medium,punctual,goro1270,goro1270
doreco_goro1270_20151202d,20151202d.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.4e20xr40/d9e5e1eca563b23f00473f5dc90c5677422f189a,2015-12-02,certain,traditional narrative,na,all,English,medium,punctual,goro1270,goro1270
doreco_goro1270_20151202e,20151202e.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.4e20xr40/fc55c2910f633183bcc46292fa439b099cbdbab8,2015-12-02,certain,traditional narrative,na,all,English,good,none,goro1270,goro1270
doreco_goro1270_20151223b,20151223b.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.4e20xr40/652b50b625b8f2e31f64910acaa956e4afe41e74,2015-12-23,certain,conversation,na,all,English,medium,constant,goro1270,goro1270
doreco_jeha1242_Blan_route_retell_DP_25Feb12,Blan_route_retell_DP_25Feb12.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.2a613h74/30d26e5196d174b3e7d93671002bc324cb0ef917,2012-02-25,certain,personal narrative,na,break/gloss,English,medium,punctual,jeha1242,jeha1242
doreco_jeha1242_NarrLandscape1,NarrLandscape1.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.2a613h74/a886f24277b09517dceb840b50f7ce60746cb189,2002-11-16,certain,personal narrative,na,none,English,medium,punctual,jeha1242,jeha1242
doreco_jeha1242_NarrLandscape2,NarrLandscape2.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.2a613h74/d848b407dcfb0d1fdd1eb060209be33b75355c80,2002-11-16,certain,personal narrative,na,none,English,medium,punctual,jeha1242,jeha1242
doreco_jeha1242_NarrMem4,NarrMem4.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.2a613h74/bd6655b05e1786db738a8fb0d62a7dbb1be20a08,2005-07-09,certain,personal narrative,na,break/gloss,English,medium,constant,jeha1242,jeha1242
doreco_jeha1242_NarrMem7,NarrMem7.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.2a613h74/d05e48092ca7e251c7997f5fbb5c7f85294f4826,2000,approximate,personal narrative,na,break/gloss,English,medium,constant,jeha1242,jeha1242
doreco_jeha1242_NarrMem9,NarrMem9.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.2a613h74/deaf3bb3a31149ac62f2802176b38bbecb3c78eb,2000,approximate,personal narrative,na,break/gloss,English,medium,constant,jeha1242,jeha1242
doreco_jeha1242_NarrMem10,NarrMem10.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.2a613h74/576b3661cf4df9fe6f13c79ffa281b7eb0a098d5,2000,approximate,personal narrative,na,break/gloss,English,medium,constant,jeha1242,jeha1242
doreco_jeha1242_NarrTrad1,NarrTrad1.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.2a613h74/ebee77dd7a07d56dbac9441c5fc4bbd269df113d,2007-03-29,certain,traditional narrative,na,break/gloss,English,medium,constant,jeha1242,jeha1242
doreco_jeha1242_PoisonMyth,PoisonMyth.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.2a613h74/ef5beabd8b65383970f6ef892f4e3c613fdbdfdd,2006-03-17,certain,traditional narrative,na,break/gloss,English,bad,constant,jeha1242,jeha1242
doreco_jeju1234_jeju0045,jeju0045.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.4cd8j432/2025ee23243eed78fdde3ddf556a1845d3acdf33,2015-08-13,certain,conversation,na,all,Korean/English,medium,punctual,jeju1234,jeju1234
doreco_jeju1234_jeju0052-03,jeju0052-03.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.4cd8j432/8310848c35ebd7e2255d5f8b39e1a56b58caa045,2015-08-15,certain,stimulus retelling,frog story,all,English,good,punctual,jeju1234,jeju1234
doreco_jeju1234_jeju0060-05,jeju0060-05.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.4cd8j432/bb1351730e6325e1f4d67af9405187a48fce86cc,2015-08-20,certain,stimulus retelling,pear story,all,Korean/English,medium,punctual,jeju1234,jeju1234
doreco_jeju1234_jeju0063-01-02,jeju0063-01-02.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.4cd8j432/b8e244736d1a91d901dc91c122e91f2f80dbdc1a,2015-08-21,certain,stimulus retelling,pear story,all,Korean/English,bad,constant,jeju1234,jeju1234
doreco_jeju1234_jeju0085-02-04,jeju0085-02-04.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.4cd8j432/d09aca9fd74b213029ac40308d2d0596e77b54bc,2015-07-14,certain,conversation,na,all,Korean/English,medium,punctual,jeju1234,jeju1234
doreco_jeju1234_jeju0085-05,jeju0085-05.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.4cd8j432/63b906cde0842b9c99306f4618be3905810c1db9,2015-07-14,certain,conversation,na,all,Korean/English,medium,punctual,jeju1234,jeju1234
doreco_jeju1234_jeju0157-01,jeju0157-01.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.4cd8j432/7e344689e40df1b260c9c915dcccdbbf2dbb9ff8,2015-12-21,certain,conversation,na,all,Korean/English,medium,punctual,jeju1234,jeju1234
doreco_jeju1234_jeju0168-01,jeju0168-01.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.4cd8j432/6db3b949f5ec799c939ae9ad3db3395f489d2e15,2015-12-25,certain,conversation,na,all,Korean/English,medium,punctual,jeju1234,jeju1234
doreco_kaka1265_kke-c_2013-12-08_BK_narr,kke-c_2013-12-08_BK_narr.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.f8712zl4/ae959625db698e1edca4a76635534eae3c097da1,2013-12-08,certain,personal narrative,na,all,English,medium,none,kaka1265,kaka1265
doreco_kaka1265_kke-c_2013-12-08_ST_narr,kke-c_2013-12-08_ST_narr.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.f8712zl4/a2a234193e8d0fad00a7901f6e4a9f8a44ff4406,2013-12-08,certain,personal narrative,na,all,English,medium,none,kaka1265,kaka1265
doreco_kaka1265_kke-c_2013-12-27_AK-narr-1,kke-c_2013-12-27_AK-narr-1.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.f8712zl4/08f33b4e3d9581a4c8352fb44a1ce094e89d2fba,2013-12-27,certain,traditional narrative,na,all,English,good,none,kaka1265,kaka1265
doreco_kaka1265_kke-c_2013-12-27_AK-narr-2,kke-c_2013-12-27_AK-narr-2.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.f8712zl4/a44dabb4fdcdf29ccd917e1692f35ead09254c24,2013-12-27,certain,traditional narrative,na,all,English,good,none,kaka1265,kaka1265
doreco_kaka1265_kke-c_2013-12-27_AK-narr-3,kke-c_2013-12-27_AK-narr-3.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.f8712zl4/01abb16b35667f25ced7282afa9f8589580a5509,2013-12-27,certain,traditional narrative,na,all,English,good,none,kaka1265,kaka1265
doreco_kaka1265_kke-c_2015-01-24_narr-1,kke-c_2015-01-24_narr-1.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.f8712zl4/9d2117dac035c63b268afb84831cd2f698466af2,2015-01-24,certain,traditional narrative,na,all,English,good,none,kaka1265,kaka1265
doreco_kaka1265_kke-c_2015-02-03_narr-1,kke-c_2015-02-03_narr-1.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.f8712zl4/8f783a060845859be8608ba925315121854928cd,2015-02-03,certain,personal narrative,na,all,English,good,none,kaka1265,kaka1265
doreco_kaka1265_kke-c_2015-02-03_narr-2,kke-c_2015-02-03_narr-2.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.f8712zl4/db7d8c01048f8c20459388ccf29b72fa1904b990,2015-02-03,certain,personal narrative,na,all,English,good,none,kaka1265,kaka1265
doreco_kaka1265_kke-c_2015-02-03_narr-3,kke-c_2015-02-03_narr-3.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.f8712zl4/93dc98c7c3860752f1feafe3472ecd392bd3d3a2,2015-02-03,certain,traditional narrative,na,all,English,good,none,kaka1265,kaka1265
doreco_kama1351_PKZ_196X_ScarlettFlower_flk,PKZ_196X_ScarlettFlower_flk.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.1683tm2h/f3246b6817daf3277a2e1d7f5be6bb71d1769324,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,kama1351,kama1351
doreco_kama1351_PKZ_196X_SevenGoatlings_flk,PKZ_196X_SevenGoatlings_flk.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.1683tm2h/d6dc7f0ee89619080ccd39b340f0a0f377fde01a,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,kama1351,kama1351
doreco_kama1351_PKZ_196X_SheepAndPriest_flk,PKZ_196X_SheepAndPriest_flk.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.1683tm2h/3052c9795ec0e13640f611463220bb7c0c034a8b,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,kama1351,kama1351
doreco_kama1351_PKZ_196X_SixFools_flk,PKZ_196X_SixFools_flk.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.1683tm2h/ff77cd8e14f98b91bbeb23dd40662dcccc4dafc4,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,kama1351,kama1351
doreco_kama1351_PKZ_196X_Snake_flk,PKZ_196X_Snake_flk.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.1683tm2h/f8d49117c7cf9b5bf29fa3e6a00bb2b464ac186f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,kama1351,kama1351
doreco_kama1351_PKZ_196X_SoldierAndDevil_flk,PKZ_196X_SoldierAndDevil_flk.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.1683tm2h/9c5b69468f239e57a12b51b4010bc48fd283a9f6,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,kama1351,kama1351
doreco_kama1351_PKZ_196X_SoldierSchool_flk,PKZ_196X_SoldierSchool_flk.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.1683tm2h/c8949b05cc5281b774c48a4dd92bb3bed305ad6b,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,kama1351,kama1351
doreco_kama1351_PKZ_196X_SU0220_rest2_misc,PKZ_196X_SU0220_rest2_misc.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.1683tm2h/924d6761facf0e951a352de3439c4cb8103b34d1,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,kama1351,kama1351
doreco_kama1351_PKZ_196X_SU0228,PKZ_196X_SU0228.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.1683tm2h/ec1453d59053587986cef86220daaba18698cc2b,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,kama1351,kama1351
doreco_kama1351_PKZ_196X_ThreeBears_flk,PKZ_196X_ThreeBears_flk.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.1683tm2h/55f3f664c624f0523852f14d1811358d0c4f25be,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,kama1351,kama1351
doreco_kama1351_PKZ_196X_ThreeBeasts2_flk,PKZ_196X_ThreeBeasts2_flk.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.1683tm2h/561caea8f8a2c052a832c786656513f4f0d33a2f,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,kama1351,kama1351
doreco_kama1351_PKZ_196X_ThreeBeastsEatFat_flk,PKZ_196X_ThreeBeastsEatFat_flk.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.1683tm2h/34710acc9ce809057c3092e402c635303b245a64,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,kama1351,kama1351
doreco_kama1351_PKZ_196X_TopsAndRoots_flk,PKZ_196X_TopsAndRoots_flk.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.1683tm2h/b36267083c3bd36d0dee9d4191a038ae769eec97,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,kama1351,kama1351
doreco_kama1351_PKZ_196X_TripToAginskoe_nar,PKZ_196X_TripToAginskoe_nar.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.1683tm2h/354660bc66953097e38ce5e3c36d512a52b269da,1964,approximate,personal narrative,na,all,Russian/English/German,good,none,kama1351,kama1351
doreco_kama1351_PKZ_196X_TripToAginskoe2_nar,PKZ_196X_TripToAginskoe2_nar.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.1683tm2h/26285630a70237a1d1cf9816b937a254e25198eb,1964,approximate,personal narrative,na,all,Russian/English/German,good,none,kama1351,kama1351
doreco_kama1351_PKZ_196X_TwistedArm_nar,PKZ_196X_TwistedArm_nar.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.1683tm2h/28e8451ac9d07c5155f62a78a14d2f6a1a64d72b,1964,approximate,personal narrative,na,all,Russian/English/German,good,none,kama1351,kama1351
doreco_kama1351_PKZ_196X_UnluckyDog_flk,PKZ_196X_UnluckyDog_flk.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.1683tm2h/226c07feebcb1b339dc34c2ce323dae1275882bb,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,kama1351,kama1351
doreco_kama1351_PKZ_196X_Xavroshechka_flk,PKZ_196X_Xavroshechka_flk.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.1683tm2h/e1e8d9af106e5dd41acf745d70dce97226f2affc,1964,approximate,traditional narrative,na,all,Russian/English/German,good,none,kama1351,kama1351
doreco_kama1351_PKZ_196X_SU0215,PKZ_196X_SU0215.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.1683tm2h/4dc0ea8fb8f3ff67ce78c9b41dd3408c9e917e72,1964,approximate,personal narrative,na,all,Russian/English/German,medium,constant,kama1351,kama1351
doreco_kama1351_PKZ_196X_SU0217,PKZ_196X_SU0217.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.1683tm2h/c0aad97686591a989210d9efa9b4b342086cb872,1964,approximate,personal narrative,na,all,Russian/English/German,medium,constant,kama1351,kama1351
doreco_kama1351_PKZ_196X_SU0222,PKZ_196X_SU0222.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.1683tm2h/1897d177270bc1be1ba3f900db75b6abea981aac,1964,approximate,personal narrative,na,all,Russian/English/German,medium,constant,kama1351,kama1351
doreco_kama1351_PKZ_196X_SU0224,PKZ_196X_SU0224.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.1683tm2h/dd01b415964192d7c403773d85444f273755eb9a,1964,approximate,personal narrative,na,all,Russian/English/German,medium,constant,kama1351,kama1351
doreco_kama1351_PKZ_196X_SU0225,PKZ_196X_SU0225.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.1683tm2h/2150f5175a137a857b5665cd1cccd709e984d08e,1964,approximate,personal narrative,na,all,Russian/English/German,medium,constant,kama1351,kama1351
doreco_kama1351_PKZ_196X_SU0229,PKZ_196X_SU0229.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.1683tm2h/8eee9ae82002bedc7151cf99f24e17194fb64be3,1964,approximate,personal narrative,na,all,Russian/English/German,medium,constant,kama1351,kama1351
doreco_kama1351_PKZ_1964_SU0205,PKZ_1964_SU0205.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.1683tm2h/ae049c55e2225af6148001fcf3bc579494df2247,1964,approximate,personal narrative,na,all,Russian/English/German,medium,none,kama1351,kama1351
doreco_kama1351_PKZ_1964_SU0211,PKZ_1964_SU0211.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.1683tm2h/0b853b06970d091206aa0ec46e168cf129cffeed,1964,approximate,personal narrative,na,all,Russian/English/German,good,none,kama1351,kama1351
doreco_komn1238_tci20120906a,tci20120906a.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.5e4f845x/ffc48e104c1f383c571d76cb29150ec87a4d9575,2012-09-06,certain,conversation,na,all,English,good,na,komn1238,komn1238
doreco_komn1238_tci20100905a,tci20100905a.wav,audio/x-wav,https://api.nakala.fr/data/10.34847%2Fnkl.5e4f845x/5b46d033dbcbcb2ad81444c08083842148dd8337,2010-09-05,certain,traditional narrative,na,all,English,good,na,komn1238,komn1238
