ID,Gloss,LGR,Meaning,Glottocode
texi1237_1967,RPD,false,(unclear),texi1237
texi1237_1968,TRAS,false,translative,texi1237
texi1237_1969,VRB,false,verbalizer,texi1237
vera1241_1970,1,false,first person,vera1241
vera1241_1971,2,false,second person,vera1241
vera1241_1972,3,false,third person,vera1241
vera1241_1973,TL,false,trial,vera1241
vera1241_1974,A,false,transitive subject,vera1241
vera1241_1975,ABIL,false,ability,vera1241
vera1241_1976,ABL,true,ablative,vera1241
vera1241_1977,ADN,false,adnominal,vera1241
vera1241_1978,ART,true,article,vera1241
vera1241_1979,ASS,false,associative,vera1241
vera1241_1980,BED,false,possessive classifier for bed possession,vera1241
vera1241_1981,CARD,false,cardinal numeral,vera1241
vera1241_1982,CAT,false,cataphoric,vera1241
vera1241_1983,CC,false,clause combining particle,vera1241
vera1241_1984,CL,true,classifier,vera1241
vera1241_1985,COM,true,comitative,vera1241
vera1241_1986,CPL,true,complementizer,vera1241
vera1241_1987,CPL,false,complementizer,vera1241
vera1241_1988,CS,false,construct suffix,vera1241
vera1241_1989,DAT,true,dative,vera1241
vera1241_1990,DEICT,false,deictic,vera1241
vera1241_1991,DEL,false,delimitative,vera1241
vera1241_1992,DEM,true,demonstrative,vera1241
vera1241_1993,DIR,false,directional,vera1241
vera1241_1994,DIS,false,dissociative possessive suffix,vera1241
vera1241_1995,DISC,false,discourse particle,vera1241
vera1241_1996,DL,true,dual,vera1241
vera1241_1997,DOM,false,possessive classifier for domestic possession,vera1241
vera1241_1998,DRINK,false,possessive classifier for drink possession,vera1241
vera1241_1999,EAT,false,possessive classifier for eating possession,vera1241
vera1241_2000,EMPH,false,emphatic,vera1241
vera1241_2001,EMPH,false,emphatic particle,vera1241
vera1241_2002,EV,false,epenthetic vowel,vera1241
vera1241_2003,EX,true,exclusive,vera1241
vera1241_2004,FUT,true,future,vera1241
vera1241_2005,GEN,true,genitive,vera1241
vera1241_2006,HES,false,hesitation,vera1241
vera1241_2007,HOUSE,false,possessive classifier for house possession,vera1241
vera1241_2008,IMM,false,immediacy,vera1241
vera1241_2009,IN,true,inclusive,vera1241
vera1241_2010,INABIL1,false,inability,vera1241
vera1241_2011,INTENS,false,intensifier,vera1241
vera1241_2012,INTERJ,false,interjection,vera1241
vera1241_2013,INTERJ,false,interjection,vera1241
vera1241_2014,LOC,true,locative,vera1241
vera1241_2015,MAN,false,manner adverb,vera1241
vera1241_2016,MULT,false,multipicative,vera1241
vera1241_2017,NC,false,not considered,vera1241
vera1241_2018,NEG,true,negation,vera1241
vera1241_2019,NMLZ,true,nominalization,vera1241
vera1241_2020,NSG,false,nonsingular,vera1241
vera1241_2021,NUM,false,numeral prefix,vera1241
vera1241_2022,NY,false,not yet' negation,vera1241
vera1241_2023,OBL,true,oblique,vera1241
vera1241_2024,ORD,false,ordinal quantifier,vera1241
vera1241_2025,PART,false,partitive article,vera1241
vera1241_2026,PERS,false,personal,vera1241
vera1241_2027,PFV,true,perfective,vera1241
vera1241_2028,PL,true,plural,vera1241
vera1241_2029,POSS,true,possessive,vera1241
vera1241_2030,PRO,false,pronoun,vera1241
vera1241_2031,PROH,false,prohibitive,vera1241
vera1241_2032,PROH,false,prohibitive ,vera1241
vera1241_2033,PROSP,false,prospective marker,vera1241
vera1241_2034,PROX,true,proximal,vera1241
vera1241_2035,PURP,false,purpose,vera1241
vera1241_2036,QUOT,true,quotative,vera1241
vera1241_2037,RCP,true,reciprocal,vera1241
vera1241_2038,REC,false,reciprocal prefix,vera1241
vera1241_2039,RED,false,reduplication,vera1241
vera1241_2040,REL,false,relativizer,vera1241
vera1241_2041,REL,false,relativizer,vera1241
vera1241_2042,REM,false,remote past,vera1241
vera1241_2043,SG,true,singular,vera1241
vera1241_2044,SIM,false,simultaneity,vera1241
vera1241_2045,SP,false,specific,vera1241
vera1241_2046,STAT,false,stative,vera1241
vera1241_2047,TAM,false,tense aspect mood ,vera1241
vera1241_2048,TAM1,false,tense aspect mood 1 ,vera1241
vera1241_2049,TEMP,false,temporial adverb,vera1241
vera1241_2050,THING,false,placeholder word,vera1241
vera1241_2051,VES,false,possessive classifier for vessel possession,vera1241
vera1241_2052,VOC,true,vocative,vera1241
vera1241_2053,ZERO,false,zero ,vera1241
